Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,company_txt,age,python,R,spark,aws,excel,SQL
Data Engineer,"Friendsurance has with international acknowledgement pioneered and inspired global trends in Insurtech since 2010. As the inventor of peer-to-peer insurance, Friendsurance developed the claims-free bonus. With the new brand Friendsurance Business, we are pioneering another mission: the digitisation of insurance services for banks or insurance companies and their customers. Through partnerships with leading banks and insurance companies like Deutsche Bank and R+V, we make a smart home for insurance available directly in these partners digital solutions. Through our sophisticated, scalable and modular insurance platform we aim to make insurance more customer friendly.

We are over 100 team members from more than 20 nations working from our headquarters in Berlin and from other external bases. We take pride in our agile culture. We have been part of Berlin's top employer and office ratings for several years.

We are looking for an experienced Data Engineer (m/f/d)

This is a full time position, working as part of a strong and growing Data Team on site in Berlin.

Your Tasks & Responsibility
Ingest and aggregate data from both internal and external data sources to build our world class datasets
Build data and business Intelligence products in MS SQL Stack (MS SQL, SSIS, SSAS, SSRS)
Build reports and dashboards on demand for Management, Marketing, Product and other departments
Use your analytical skills combined with mathematical, statistical and experimental tools and techniques to provide data driven conclusions and recommendations
Work closely with the Tech, Product and other departments on data related topics
Follow the Business Intelligence and Data trends and innovation and provide guidance for improvements in the data team
Build data pipelines and participate in machine learning projects
Your profile
3 years of experience in business intelligence and data engineering
Experience with MSSQL Stack (MS SQL DB, SSIS, SSAS, SSRS)
Experience with SQL, Python, Flask
Understanding in Data Engineering and Business Intelligence best practices
Highly professional team collaboration skills and high level of commitment
Preferably familiarity with AWS Data Engineering technologies
Preferably with degree in business informatics, economics, mathematics or equivalent area
Experience in web and app tracking (e.g. Google Analytics, Matomo) is a plus
Experience with Fintech or Insurtech is a plus
Experience with data science and machine learning is a plus
Fluent in English, German nice to have
Our Offer
Be part of a pioneering team fearless of change
Go to work in a place where high level of qualifications and soft skills are equally cherished
Work in an agile environment
Experience flexibility when you need it
Have your personal development plan
Move forward with cutting edge innovative technologies
Go home with attractive salary and perspectives
Work in a fast-moving team that feels like family
For further questions, please contact Clara Kiani at jobs@friendsurance.de. We are looking forward to your application!",4.8,"Friendsurance
4.8",Berlin,-1,51 to 200 Employees,2010,Company - Private,Information Technology,Internet,Unknown / Non-Applicable,"Friendsurance
",10,1,0,0,1,0,1
Machine Learning Engineer,"Are you passionate about machine learning and its impact on business and technology? Are you a prolific software engineer wanting to expand your skills and experience in data science? Do you want to apply your skills to real world challenges? Are you excited about learning new technologies, tools, and languages? We are looking for leading engineers capable of leveraging machine learning and other techniques to architect and implement state-of-the-art solutions for innovative problems.

We are looking for top engineers who want to apply what they have learned in their Masters or PhD programs and their hands-on engineering, to tackle challenging problems and, who have the passion and capacity to quickly learn new skills.

Our challenges span cloud, embedded, application development, and IoT. If you want to dive deeper into Machine Learning, are a strong communicator and collaborator, have solid engineering fundamentals, and are an innovator, we should talk.

Basic Qualifications:
BS in computer science (with Machine Learning focus)
3+ years experience in software development
Strong algorithm development experience
Skills with Java, Python, R or similar programming language
Predictive maintenance experience
Preferred Qualifications

Numeric and Visual Anomaly detection experience
Experience training a deep neural network
Masters or PhD in computer science (with Machine Learning focus)
+5 years of relevant experience in industry and/or academia
hands-on experience in predictive modeling and analysis
Please send your resume and information to jobs@redcleypartners.net.",4.3,"Redcley Partners LLC
4.3",München,-1,501 to 1000 Employees,2007,Company - Private,Business Services,Staffing & Outsourcing,Less than $1 million (USD),"Redcley Partners LLC
",13,1,0,0,0,0,0
Informatiker als Data-Engineer / Data Scientist und Data Warehouse Manager (m/w/d),"Die Printus-Gruppe ist ein Online- und Versandhandelsunternehmen für Bürobedarf. Mit mehr als 1.600 Mitarbeitern erwirtschaften wir einen Umsatz von über 800 Millionen Euro. Kontinuierliches Firmenwachstum und die stetige Weiterentwicklung unseres Unternehmens haben uns zur Nr. 1 im Online- und Versandhandel für gewerblichen Bürobedarf in Deutschland und zur Nr. 3 in Europa gemacht.
Der Verkauf an die mehr als 3 Millionen Kunden in Deutschland, Österreich und Belgien erfolgt ausschließlich über Kataloge sowie über aktuell 18 Online-Shops.

Zur Verstärkung unseres Bereiches Informationstechnologie suchen wir zum nächstmöglichen Zeitpunkt einen

Informatiker als Data-Engineer / Data Scientist und Data Warehouse Manager (m/w/d)
für E-Commerce und Online Marketing
Ihre Aufgaben
Sie sind verantwortlich für die Sammlung, Speicherung und Aufbereitung von E-Commerce und Online Marketing Daten und erarbeiten die dafür erforderlichen Konzepte und implementieren die entsprechenden Daten-Pipelines.
Sie geben Antworten auf komplexe analytische Fragestellungen auf Grundlage der von Ihnen gesammelten Daten und arbeiten dabei eng mit den Fachbereichen zusammen.
Sie überwachen die Datenqualität und –Integrität.
Sie gestalten die konzeptionelle und technologische Erweiterung der bestehenden DWH- und BI-Systemumgebung mit.
Sie decken die komplette Projektarbeit von der Anforderungsanalyse und Spezifikation bis zur Implementierung und Rollout ab.
Ihr Profil
Sie verfügen über ein Studium der Informatik, Wirtschaftsinformatik, vergleichbaren Studiengang mit Schwerpunkt Informatik.
Sie besitzen Kenntnisse von relationalen Datenbanken (Oracle), Datenmodellierung und DWH-Architekturen.
Sie haben erste Erfahrungen mit Big Data-Technologien gesammelt.
Sie bringen Begeisterung für innovative Technologien mit.
Sie sind vertraut mit den Grundlagen und Konzepten von Programmiersprachen.
Kommunikationsstärke, Teamfähigkeit und eine starke Eigenmotivation verbunden mit einem hohen Maß an Selbständigkeit und Verantwortungsbewusstsein runden Ihr Profil ab.
Wir bieten

Modernste Arbeitsplätze, ein sehr gutes Betriebsklima, vorbildliche Sozialleistungen und kontinuierliches Wachstum zeichnen uns als einen der attraktivsten Arbeitgeber in Baden aus. Die Art, wie wir miteinander arbeiten und umgehen, wird Ihnen gefallen!

Haben wir Ihr Interesse geweckt?

Dann freuen wir uns über Ihre aussagekräftige Bewerbung einschließlich Ihrer Gehaltsvorstellung und der Angabe des frühestmöglichen Eintrittstermins.

Printus GmbH
Personalwesen
z. Hd. Herrn Treier
Carl-Zeiss-Str. 1
77656 Offenburg
Tel.: 0781-607 478",2.8,"Printus Logistik Gmbh
2.8",Offenburg,-1,501 to 1000 Employees,1999,Unknown,-1,-1,$100 to $500 million (USD),"Printus Logistik Gmbh
",21,0,0,0,0,0,0
Consultant (all genders) Digital Data Science/Analytics,"Machen Sie mit uns den Unterschied. Bei Accenture Digital sind Sie maßgeblich daran beteiligt die Welt von morgen mitzugestalten – in Expertenteams, in denen Zusammenarbeit und Wissensaustausch großgeschrieben werden. Mit Ihrem Know-how verschaffen Sie unseren Kunden den entscheidenden Wettbewerbsvorsprung und führen Unternehmen erfolgreich in die Zukunft.

Ihre Aufgaben

Folgen Sie Ihrer Leidenschaft für Statistik, Mathematik und Data Science, um Ihren Kunden Erkenntnisse zu liefern, die es Ihnen ermöglichen, Spitzenleistungen zu erzielen. Was es braucht, um erfolgreich zu sein? Neben quantitativen Fähigkeiten, auch starke Beratungskompetenz.
Wenn diese Fähigkeiten zu Ihren Stärken zählen, sind Sie die genau der richtige Kandidat für diese Position: Go for it!

Verwenden Sie Ihren Geschäftssinn und analytischen Verstand, um innovative und umsetzbare datengesteuerte Lösungen für unsere Kunden zu entwickeln
Als Teil eines internationalen Teams entwickeln Sie wertvolle Einblicke mit Hilfe von statistischen und analytischen Modellen und verwalten große Mengen von strukturierten und unstrukturierten Daten auf dem Gebiet von Data Science und Machine Learning
Sie stehen in engem Kontakt mit den Entscheidern auf Kundenseite. Verstehen es Problemlösungen zu adressieren und entsprechend qualitativ zu lösen
Mit all Ihrer Erfahrung und kreativem Denken bringen Sie das Team voran um Innovationen und die nächste Generation von Analytics-Angeboten zu schaffen

Abgeschlossenes Studium in Statistik, Betriebswirtschaft, Informatik oder einer vergleichbaren Studienrichtung
Sehr gute Deutsch- und Englischkenntnisse werden vorausgesetzt
Praktische Erfahrungen im Bereich Data Science
Nachgewiesene Kenntnisse in der Anwendung statistischer Methoden (ANOVA, t-tests etc.) sowie Machine Learning (random forests, gradient boosting etc.) und Deep Learning oder Reinforcement Learning
Erfahrungen im Gebrauch von mind. einer Programmiersprache wie R, Python oder Spark und von statistischen Tools wie SAS oder SPSS
Erste Praxiseinblicke im Umgang mit traditionellen Datenbanken (Oracle, Teradata, Sybase, MS SQL) wie auch Big Data oder In-Memory Datenbanken (Hadoop, SAP HANA, Graph DB etc.)
Kenntnisse im Gebrauch von BI and Visualization Tools (Tableau, Power BI oder Qlik) sind von Vorteil
Erfahrung mit ML Offerings in Cloud Lösungen wie Azure, AWS oder Google
Hohe Reisebereitschaft und Flexibilität

Accenture steht als Arbeitgeber für Chancengleichheit und begrüßt Bewerbungen aus allen Teilen der Gesellschaft. Wir diskriminieren niemanden aufgrund von Glaube, Herkunft, Behinderung, Alter, Nationalität, Familienstand, Partnerschaftsstatus, sexueller Orientierung, Geschlecht oder anderen gesetzlich geschützten Gründen.",3.9,"Accenture Ltd
3.9",München,-1,10000+ Employees,1989,Company - Public,Business Services,Consulting,$10+ billion (USD),"Accenture Ltd
",31,1,0,1,1,0,1
Business Intelligence Analyst,"Founded in 2013 and headquartered in Berlin, Dalia harnesses the app economy and advanced data science to distribute millions of micro surveys worldwide to gather and analyze real time data on consumer attitudes, public opinion and market trends. Backed by some of Europe’s leading venture capital firms, Dalia has generated over a billion answers from people spread across +100 countries with the resulting data cited in over 2.000 news articles globally.

We’re looking for a Business Intelligence Analyst who will play a key role in helping us further develop the platform which gives us access to the opinions of millions of people globally.

The journey that awaits you:
As our BI Analyst, you will work closely with product and marketing leaders on our Global Access team to identify and monitor the drivers of growth buried deep in the mountains of data.
You will communicate your insights in a way that empowers stakeholders to track and forecast trends and ultimately make better-informed decisions.
You will proactively analyze product and business data with a vigilant eye for both issues and opportunities, ultimately having a direct impact on Dalia’s company-wide objectives.

Your challenge:
Implement and monitor business and product KPIs in order to create transparency for stakeholders.
Provide ad-hoc data analysis and insights that will drive product and business decisions.
Support the Global Access product team in designing product experiments and analysing feature launches.
Prepare performance analysis reports for external clients and partners
Regularly analyse changes in the system performance with the goal of identifying issues and new growth opportunities.
Develop an in-depth analytical understanding of our products and bring product ideas to the team based on the insights gained.

Your profile includes:
At least three years of experience in Business Intelligence roles, ideally ones that required close collaboration with Product teams in a technology company.
Advanced proficiency in SQL and experience with designing and creating data visualizations (e.g. Tableau, Looker, Google Analytics). Hands-on experience with Python is a bonus.
Deep understanding of the typical metrics and KPIs in e-commerce, ad-tech, or gaming industries.
Excellent critical judgment: you’re able to make good decisions, be trusted, respected and dependable, be proactive and responsive and raise flags at the right time.
You’re a great and effective communicator and have a reputation for being able to communicate complex, data-based concepts concisely and compellingly across different disciplines.
Combining analytical rigour with commercial thinking: you combine a strategic gut-feel from observing trends, with a deep sense of data-driven logic and analysis, whilst maintaining a focus on achieving the commercial objectives of the company.
Solutions-driven: You are resilient and design preemptive solutions that address problems before they arise.

Dalia Research is committed to providing a respectful, safe, and welcoming environment for everyone who works here or with us, regardless of their gender identity and expression, sexual orientation, disability, physical appearance, body size, race, age, or religion (or lack thereof).

Apply Now!",3.0,"Dalia Research
3.0",Berlin,-1,51 to 200 Employees,2013,Company - Private,Information Technology,IT Services,Unknown / Non-Applicable,"Dalia Research
",7,1,0,0,0,1,1
Data Analyst (m/w/d),"Gesellschaft
JH PROFISHOP Geschäftsbereich
Betriebswirtschaft Standort
Hamburg
Beginn
10.2020 Vertragsart
Vollzeit Wochenstunden
40 Std.

Machen, was bewegt.
Sie lieben es, im Team an einem Strang zu ziehen und so Herausforderungen zu meistern? Steigen Sie bei Jungheinrich ein in eine Arbeitswelt, die Ihnen völlig neue Perspektiven eröffnet! Durch Ihr Wissen und Ihre Tatkraft leisten Sie einen wichtigen Beitrag dazu, dass wir als Unternehmen auch weiterhin in unserer Branche mit ganz oben stehen. Hand in Hand mit Kollegen, die Spaß an mutigen Ideen haben. Und in einem familiären Umfeld, das Ihnen alle Möglichkeiten bietet, auch hochgesteckte Ziele zu erreichen.
Ihre Aufgaben
Definition und Weiterentwicklung unternehmens- und bereichsspezifischer KPI in Zusammenarbeit mit den Fachbereichen sowie Konzeption, Aufbereitung & Integration von Daten in bestehende DWH- und OLAP-Strukturen
Verantwortung für unsere Report-Schnittstellen zum Konzern sowie Reports im Lieferantenmanagement
Ableitung und Entwicklung von Handlungsempfehlungen zur Unternehmenssteuerung im internationalen Multi-Channel-Umfeld auf Basis von Reports und Abstimmungen mit den Fachbereichen
Unterstützung bei der Automatisierung und Dokumentation der ETL-Prozesse sowie Aufbau der BI-Infrastruktur
Konzeption und Evaluierung neuer Werkzeuge & Technologien zur Analyse sowie Erstellung von Vorhersagemodellen und Identifikation neuer Entwicklungsfelder
Planen und Durchführung interner Schulungen zur Nutzung und selbständigen Erstellung von Reports unseres BI-Tools in den Fachbereichen

Ihr Profil
Erfolgreich abgeschlossenes Studium in Wirtschaftswissenschaften, -mathematik oder -informatik oder vergleichbare Ausbildung mit möglichst mehrjähriger Berufserfahrung
Sehr gute Kenntnisse in Datenbanken / SQL, BI- und ETL-Tools (powerBI, talend, KNIME, SSRS, SSIS) sowie idealerweise Kenntnisse in Programmiersprachen (z.B. python, java)
Hohes Maß an analytischem Denken und technischem Verständnis sowie hoher Zahlen- und Prozessaffinität und dem Verständnis für sicheren Umgang mit großen Datenmengen und kreativer Ideenfindung
Möglichst erste Projekterfahrungen aus international ausgerichteten agilen Projekten
Ausgeprägte selbständige, strukturierte und zielorientierte Arbeitsweise gepaart mit schneller und ergebnisorientierter Auffassungsgabe
Positives, sicheres Auftreten als Teamplayer mit ausgeprägter Fähigkeit zur Präsentation und Vermittlung komplexer Sachverhalte
Ihre Vorteile
Spannende Aufgaben
Flexible Arbeitszeiten
Weiterentwicklung
Betriebliche Altersvorsorge
E-Learning
Ihre Zusatz-Infos
Ihr Einsatzbereich
Jungheinrich PROFISHOP ist die innovative Versandhandelstochter der Jungheinrich AG. Wir liefern Produkte für Lager, Transport, Betriebsausstattung, Reinigung und Umwelt. Auf dem Gebiet des innerbetrieblichen Transports sind wir führend und bauen konsequent unsere starke E-Commerce-Position aus.
Über Jungheinrich
Wir zählen zu den weltweit führenden Unternehmen der Intralogistik mit einem einzigartigen Produktportfolio: vom konventionellen Flurförderzeug bis hin zu vollautomatisierten Logistiksystemen.

Kontakt
Dr. Kathrin Kölln
Telefon 040-89706-106
www.jungheinrich.com/karriere",3.8,"Jungheinrich AG
3.8",Hamburg,-1,10000+ Employees,1953,Company - Public,Manufacturing,Industrial Manufacturing,$2 to $5 billion (USD),"Jungheinrich AG
",67,1,0,0,0,0,1
Student trainee Data Scientist (m/f/x) for Process Intelligence for AI platform,"Join us and let us work together to create AI-assisted process optimization and support our team beginning immediately (unrestricted full/ part time) and with full commitment as a student trainee Data Scientist for Process Intelligence in Dresden. Beginning with the aggregation of huge data volumes and their analytical modeling, you will support the analysis team in new analytical developments, and in adapting existing methods to the challenges arising from highly complex data in a production-oriented context as well. Your creative mind permits you follow both your own paths and those of current research. Our globally active customers’ exciting high-end industrial processes await you, along with an international, 20-person team of developers, mathematicians, and engineers. We strongly believe that we can provide production processes for the digital future by means of automated data analysis and Artificial Intelligence.

Your new challenge:
Support for the development of self-learning models and software for real-time analysis, forecasting and action support/ self-regulation of production processes
Occasional presentations of results and procedures to internal stakeholders
Dealing with customer-specific production processes and their logical connections.
A wealth of different methods and approaches, e.g. genetic algorithms, combinatorial optimization, swarm intelligence, deep learning, anomaly detection, dimension reduction, mathematical statistics and Explainable Artificial Intelligence (XAI)

What you will need:
Solid programming skills in R or Python
Creative handling of mathematical and algorithmic topics
Affinity for functional programming and algorithmics
Great interest in first steps in the field of machine learning/deep learning and functional programming
Creativity and careful work distinguish you

Your career prospects:
Familiarization and consolidation in a wealth of exciting, theoretical and practical working methods and topics
Expansion of know-how in the area of digitalisation of high-end production processes
Wide range of training opportunities in the cu...

Dies ist eine Anzeige von ITsax.de des Empfehlungsbundes. Alle Details erfahren Sie in der Originalanzeige auf https://www.itsax.de/jobs/126168/student-trainee-data-scientist-m-strich-f-strich-x-for-process-intelligence-for-ai-platform-in-dresden. Wenn Sie hier auf die Schaltfläche ""Bewerben"" klicken, werden Sie zur Originalanzeige weitergeleitet, um sich bei Symate GmbH direkt zu bewerben.""

Schlagworte: Java, Java-entwickler, Programmierung, Netzwerk, Software-Entwicklung, Datenbanken, JavaEE, Java-Softwareentwickler, Scala, KI, Python, R, Softwareentwickler, Softwareentwicklung, Software, Cloud, Künstliche Intelligenz, Englisch.",-1.0,Symate GmbH von ITsax.de,Dresden,-1,-1,-1,-1,-1,-1,-1,Symate GmbH von ITsax.de,-1,1,0,0,0,0,0
Chapter Lead /Head of Data Science NLP/AI (m/f/d),"Wir sind eines der am schnellsten wachsenden Technologieunternehmen in Europa. Mit unserer Ryte Suite analysieren und optimieren Kunden auf der ganzen Welt wesentliche Erfolgsfaktoren ihrer Website. Für besseres Website Management, überzeugende Inhalte und bessere Rankings. Einfach und nachhaltig.

Unser Team ist international aufgestellt und setzt sich aus unterschiedlichsten Persönlichkeiten und Erfahrungen zusammen. Es gibt keine ""Wir haben es schon immer so gemacht"" Einstellung. Wir belohnen Kreativität, treiben Vereinfachung und suchen nach Innovationen. Daten sind die zentrale Wissensquelle für unsere Entscheidungen. Agiles Denken ist dabei ein wesentlicher Treiber.

Bist Du bereit die Ärmel hochzukrempeln? Wir sind auf der Suche nach talentierten Menschen, die unsere Leidenschaft für großartige Software und einen wunderbaren Sinn für Humor teilen. Wir sind immer bescheiden und bleiben auf dem Boden - egal ob in Pantoffeln, Sneakers, High Heels oder Socken. Komm, wie du bist, und begleite uns auf unserer Reise. Do it Ryte!

Deine Projekte
Deine Mission ist der Aufbau unseres Data Science Teams um das volle Potential von künstlicher Intelligenz zu entfalten
Du bist an der Schnittstelle von Produkt und Software-Entwicklung und bringst Business mit Technologie zusammen
In deinen Händen liegt die Identifizierung und Evaluierung von Anwendungsgebieten der künstlichen Intelligenz, sowie in Konzeption und Design von entsprechenden Applikationen und Features
Du präsentierst komplexe Sachverhalte an verschiedenste Stakeholder und schaffst solide Entscheidungsgrundlagen
Du bist verantwortlich für alle datengetriebenen Themenfelder in Bezug auf unsere existierenden Features und Module, z.B. im Bereich NLP, Recommender Systems und Suchmaschinen
Was wir von Dir erwarten
Mindestens 5 Jahre Berufserfahrung im unternehmensinternen Data Science Bereich
Erstklassige strategische und abstrakte Fähigkeiten Konzepte auszuarbeiten unter Einbeziehung von Kundenbedürfnissen und unseres Business Modells
Erfahrung in u.a. AWS, sagemaker, elastic beanstalk, lambda, Tensorflow, Keras, scikit-learn, gensim, SparkMllib
Erfahrung in der Umsetzung von REST API´s
Du bist eine Führungspersönlichkeit mit ""Servant Leadership""-Mindset
Du kommunizierst sehr gut auf Englisch und Deutsch
Was wir Dir bieten
Unser modernes und charmantes Büro im Herzen von München ist nur wenige Gehminuten vom Hauptbahnhof entfernt
Ein attraktives Gehaltsmodell, welches Ehrgeiz und Erfolg belohnt
Chapter Leads sowie Management Board, die Dich mit ihrem Servant Leadership-Mindset unterstützen
Qualitativ hochwertige Feedback-Sessions, durch die sich spannende Karriere- und Entwicklungsmöglichkeiten ergeben
Regelmäßige Workshops, Trainings und Coachings
Wöchentliche kreative Zeit zur persönlichen Weiterentwicklung
Ein Arbeitsumfeld mit einer wertschätzenden Arbeitskultur in einer agilen Organisationsstruktur
Weitere Vorteile wie Corporate Benefits, Fitnessstudio, Team Events, kostenlose Getränke, Get-Together, regelmäßige Company Updates, höhenverstellbare Schreibtische, internationaler Austausch, kein Dress-Code",4.9,"OnPage.org GmbH
4.9",München,-1,51 to 200 Employees,2012,Company - Private,Information Technology,Internet,Unknown / Non-Applicable,"OnPage.org GmbH
",8,0,0,1,1,0,0
Data Engineer (m/w/d),"Du als Teil der Tonie-Familie:
Als Data Engineer bist du für die Wartung und weitere Optimierung unserer Data-Warehouse-Lösung verantwortlich. Du arbeitest als Teil des Business Intelligence-Teams eng mit unseren Data- / BI-Analysten sowie dem IT- und AWS-Team zusammen, um eine hochklassige, leistungsfähige Data-Warehouse-Infrastruktur bereitzustellen.

Deine Aufgaben umfassen:
Du arbeitest teamübergreifend mit Analysten, Data Scientists von externen Partnern und anderen Beteiligten zusammen, um deren Datenanforderungen zu erfüllen
Du nutzt deine Programmier- und Analysefähigkeiten, um große Datensätze zu sammeln und in DWH-Tabellen umzuwandeln
Du kümmerst dich um die Datenmodellierung und entwickelst ETL/ELT-Prozesse
Du führst Qualitätsprüfungen für eingehende Daten sowie Qualitätstests für Datensätze und Code durch
Du berätst zu Best Practices und erforderlichem technischen Aufwand in Bezug auf Produktentwicklung und Projekterfolg

Was wir uns von dir wünschen:
Du hast einen Studienabschluss mit Schwerpunkt Informatik, Analytik, Statistik oder einem ähnlichen quantitativen Bereich und mindestens 2 Jahre Erfahrung als Data Engineer oder in einer ähnlichen Position im Daten- oder BI-Bereich
Du bringst sehr gute Kenntnisse in SQL und Python mit und hast großes Interesse an Datenanalyse und Big Data-Technologien, Elastic Search und Cloud Computing
Du hast Erfahrung in der Entwicklung, Einführung oder Wartung neuer und bestehender ETL-Prozesse und -Modelle
Du hast Erfahrung mit dem Aufbau von Schnittstellen, um Daten zu extrahieren (Microsoft Navision, Postgres DB, Web-APIs von CRM-Plattformen, Google, Facebook usw.)
Du denkst unternehmerisch und hast die Fähigkeit, Geschäftsanforderungen in leistungsfähige, qualitativ hochwertige Prozesse und Informationen umzusetzen
Du sprichst fließend Englisch und bestenfalls auch fließend Deutsch
Du hast idealerweise erste Erfahrung mit Tableau, der AWS Cloud (z.B. Redshift und S3) sowie agilem Projektmanagement

Wie du uns erreichst:
Wir freuen uns sehr, von Dir zu hören. Solltest du vorab Fragen haben, melde dich gerne bei:

Martin Suhrbier
Recruiter

Boxine GmbH
Grafenberger Allee 120
40237 Düsseldorf
+49 151 54 68 32 57
Über uns
Wir sind die Boxine GmbH aus Düsseldorf. Wir stellen Hörfiguren her, die wir Tonies nennen. Zusammen mit unserem mehrfach prämierten Abspielgerät - der Toniebox - verschmelzen Hören und Spielen zu einem interaktiven Erlebnis, das Kinder, Eltern und Großeltern zusammenbringt.",-1.0,Boxine GmbH,Düsseldorf,-1,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),Boxine GmbH,-1,1,0,0,1,0,1
Data Scientist (m/w/d) Advanced Analytics,"Du wirst Teil unseres sehr engagierten und kollaborativen Advanced-Analytics-Teams und beschäftigst dich mit spannenden Projekten aus allen Branchen. Wir arbeiten eng mit Klienten und Content-Experten zusammen, um Analytics-Lösungen, -Expertise und -Fähigkeiten in die Organisation unserer Klienten einzubetten. Durch die Kombination von strategischen und Business Insights mit den neuesten analytischen Techniken helfen wir unseren Klienten, aus Daten maximalen Nutzen zu ziehen und kritische Probleme datengetrieben zu lösen. Wir suchen ab sofort für unser deutsches Büro einen

Data Scientist (m/w/d) – Advanced Analytics
Deine Aufgabe

Du entwickelst als Spezialist mit Hilfe von Advanced-Analytics-Methoden Lösungen für die herausfordernden Problemstellungen unserer Klienten – von der Konzeption über die Modellbildung bis zur Übergabe in die Implementierung.

Dabei verwendest du deine Kenntnisse in Mathematik, Statistik, Machine Learning oder Optimierung, um für und mit unseren Klienten aus den verschiedensten Branchen wichtige Erkenntnisse abzuleiten. In interdisziplinären Teams, bestehend aus Beratern, Experten und Data Scientists, bringst du deine Expertise ein. Du arbeitest vor Ort bei Klienten in Deutschland, Europa und optional weltweit und kommunizierst deine Lösungen sowohl im Team als auch gegenüber den Klienten.

Deine Aufgaben
Du erfährst persönlich die vielfältigen, branchenübergreifenden Einsatzmöglichkeiten von Advanced Analytics.
Du wirst Teil unseres internationalen Teams an Standorten weltweit und in unserem Advanced Analytics Hub in Düsseldorf.
Du nutzt die Vorteile der Kombination aus Einarbeitung und Unterstützung durch erfahrene Kollegen und einem gleichzeitig stark wachsenden jungen Team.
Du profitierst von einem inspirierenden und kollegialen Umfeld, das hoch qualifizierte Mitarbeiter aus den Bereichen Mathematik, Physik, Statistik, Informatik und Ingenieurwesen vereint.
Du bleibst auf der Höhe der neuesten Entwicklungen durch regelmäßigen internationalen Ideenaustausch, Trainings, die Teilnahme an internationalen Konferenzen und starke Verbindungen zur akademischen Welt.
Dein Profil
Masterabschluss oder Promotion im Bereich (Wirtschafts-)Mathematik, Statistik, Machine Learning, Physik, Operations Research, Informatik oder einem verwandten Fachgebiet
Sichere Kommunikation in deutscher und englischer Sprache
Präsentations- und Kommunikationsfähigkeiten, insbesondere die Fähigkeit, komplexe analytische Konzepte für Fachfremde und Experten anderer Gebiete nachvollziehbar zu erläutern
Erfahrung in einem der folgenden Gebiete: statistische Modellierung, Machine Learning, mathematische Optimierung oder Prozesssimulation
Erste praktische Erfahrung bei der Anwendung fortgeschrittener Data-Science-Methoden an Echtdaten im Businesskontext
Sichere Beherrschung zweier Programmiersprachen (z.B. R, Python, Julia, SQL, GMPL, GAMS, ILOG OPL oder verwandte Sprachen)
Kenntnisse einiger typischer Frameworks, z.B. mlr, caret, NumPy, pandas, scikit-learn, Spark ML, Keras, TensorFlow, Theano oder gurobipy
Ergänzend Erfahrung in der Anwendung von Gradient Boosting, Support Vector Machines bzw. Neural Networks, Deep Learning oder alternativ im Formulieren und Lösen von Optimierungsproblemen mit Gurobi, CPLEX oder CBC bzw. in der Anwendung von Simulationssoftware wie AnyLogic oder Arena
Idealerweise zusätzlich Kenntnisse in Big-Data-Infrastruktur und Cloud-basierten Analyseinstrumenten wie AWS, Azure, Google Cloud, Spark, Hadoop, AMLS oder BigQuery",3.8,"McKinsey & Company, Inc.
3.8",Düsseldorf,-1,10000+ Employees,1926,Company - Private,Business Services,Consulting,Unknown / Non-Applicable,"McKinsey & Company, Inc.
",94,1,0,1,1,0,1
Chapter Lead / Head of Data Science NLP/AI (m/f/d),"We are one of the fastest growing tech companies in Europe. Our vision is to be the foundation for digital success. So we strive to enable businesses around the world to monitor, analyze and optimize all their digital assets. We handle huge data, gathering valuable insights and providing all the information businesses need to make the right decisions.

Our team is international. Made up of highly diverse backgrounds, experience and personalities. Agile thinking is the key. There is no „we have always done it this way“ attitude. We reward creativity, drive simplification and seek innovation. As a engineering company we use only the best tools available. Data is the central source of knowledge for our decisions.

Ready to roll up your sleeves? We are looking for talented people, who share our passion for great software, and a delightful sense of humor. We are always humble and keep our feet on the ground - whether they’re in slippers, sneakers, high heels or socks. Come as you are and follow us on our journey. Let's do it Ryte.

Your projects
You mission is to build our Ryte data science team and to unfold the full potential of artificial intelligence
You´ll be the interface of product and software development and you´ll bring business and technology together
Conceptualize, design and identify AI applications
Identify research projects to enlarge our software for our users by driving new featues
You present complex topics to different stakeholders and translate them into a solid decision-base
You are responsible for all data-driven topics regarding our features and modules e.g. in the fields of natural language processing, recommender systems and search engines
What we expect from you
At least 5 years solid experience in different fields of data science
Highlevel ability to think and conceptionalize in a strategic manner as well as a sense for user needs and business contexts
Experience with e.g. aws, sagemaker, elastic beanstalk, lambda, tensorflow, keras, scikitlearn, gensim, sparkMllib
Practical experience with REST APIs
You are a leadership personality with a servant approach to help and built up the Ryte data science team
Very good verbal and written knowledge of English and German
What we offer you
Our modern, charming office in the heart of Munich is just a few minutes walk from the main station
Attractive salary model which rewards ambition and success, and offers cool incentives
Chapter Leads and Management Board who support you with a servant leadership mindset
High-quality feedback session that provide exciting career- and development opportunities
Regular workshops, trainings and coaching
We offer weekly creative time during working hours for personal development
A working environment with a value-oriented office culture in an agile structure
Other advantages such as corporate benefits, gym membership, team events, free drinks, get-together, regular company updates, adjustable desks, international exchange, no dress code and lots more",4.9,"OnPage.org GmbH
4.9",München,-1,51 to 200 Employees,2012,Company - Private,Information Technology,Internet,Unknown / Non-Applicable,"OnPage.org GmbH
",8,0,0,1,1,0,0
